"INDICATOR","HFAMDB_405"

"HFAMDB_405","Influenza, number of deaths, by sex"

"UNIT_TYPE","Unit"
"NUM_DTH","number of deaths"

"EXTERNID","ID in the originating data source"

"DATA_SOURCE","Data source"
"HFAMDB","European mortality database (MDB)"

"DATA_TYPE_REPRESENTATION","Data type representation"
"COUNT","Count"

"DATA_SET","Data set"
"HFAMDB","European mortality database (MDB)"

"DATA_MASK","Mask for controlling the output format of values"

"AGE_GRP_LIST","Age group"
"TOTAL","Total"

"SEX","Sex"
"FEMALE","Female"
"MALE","Male"
"ALL","All"

"COUNTRY","COUNTRY_GRP","AGE_GRP_LIST","SEX","YEAR","VALUE"
"LVA","","TOTAL","MALE","1987","0"
"LVA","","TOTAL","MALE","1988","1"
"LVA","","TOTAL","MALE","1989","2"
"LVA","","TOTAL","MALE","1990","3"
"LVA","","TOTAL","MALE","1991","1"
"LVA","","TOTAL","MALE","1992","0"
"LVA","","TOTAL","MALE","1993","1"
"LVA","","TOTAL","MALE","1994","1"
"LVA","","TOTAL","MALE","1995","1"
"LVA","","TOTAL","MALE","1996","3"
"LVA","","TOTAL","MALE","1997","1"
"LVA","","TOTAL","MALE","1998","0"
"LVA","","TOTAL","MALE","1999","2"
"LVA","","TOTAL","MALE","2000","10"
"LVA","","TOTAL","MALE","2001","0"
"LVA","","TOTAL","MALE","2002","3"
"LVA","","TOTAL","MALE","2003","0"
"LVA","","TOTAL","MALE","2004","4"
"LVA","","TOTAL","MALE","2005","0"
"LVA","","TOTAL","MALE","2006","0"
"LVA","","TOTAL","MALE","2007","5"
"LVA","","TOTAL","MALE","2008","2"
"LVA","","TOTAL","MALE","2009","5"
"LVA","","TOTAL","MALE","2010","1"
"LVA","","TOTAL","MALE","2011","1"
"LVA","","TOTAL","MALE","2012","4"
"LVA","","TOTAL","FEMALE","1980","24"
"LVA","","TOTAL","FEMALE","1981","6"
"LVA","","TOTAL","FEMALE","1982","3"
"LVA","","TOTAL","FEMALE","1983","4"
"LVA","","TOTAL","FEMALE","1984","2"
"LVA","","TOTAL","FEMALE","1985","8"
"LVA","","TOTAL","FEMALE","1986","2"
"LVA","","TOTAL","FEMALE","1987","0"
"LVA","","TOTAL","FEMALE","1988","4"
"LVA","","TOTAL","FEMALE","1989","0"
"LVA","","TOTAL","FEMALE","1990","2"
"LVA","","TOTAL","FEMALE","1991","3"
"LVA","","TOTAL","FEMALE","1992","1"
"LVA","","TOTAL","FEMALE","1993","0"
"LVA","","TOTAL","FEMALE","1994","0"
"LVA","","TOTAL","FEMALE","1995","0"
"LVA","","TOTAL","FEMALE","1996","2"
"LVA","","TOTAL","FEMALE","1997","7"
"LVA","","TOTAL","FEMALE","1998","1"
"LVA","","TOTAL","FEMALE","1999","1"
"LVA","","TOTAL","FEMALE","2000","19"
"LVA","","TOTAL","FEMALE","2001","0"
"LVA","","TOTAL","FEMALE","2002","2"
"LVA","","TOTAL","FEMALE","2003","1"
"LVA","","TOTAL","FEMALE","2004","1"
"LVA","","TOTAL","FEMALE","2005","0"
"LVA","","TOTAL","FEMALE","2006","0"
"LVA","","TOTAL","FEMALE","2007","5"
"LVA","","TOTAL","FEMALE","2008","1"
"LVA","","TOTAL","FEMALE","2009","2"
"LVA","","TOTAL","FEMALE","2010","0"
"LVA","","TOTAL","FEMALE","2011","4"
"LVA","","TOTAL","FEMALE","2012","3"
"MLT","","TOTAL","FEMALE","1980","0"
"MLT","","TOTAL","FEMALE","1981","0"
"MLT","","TOTAL","FEMALE","1982","0"
"MLT","","TOTAL","FEMALE","1983","0"
"MLT","","TOTAL","FEMALE","1984","0"
"MLT","","TOTAL","FEMALE","1985","0"
"MLT","","TOTAL","FEMALE","1986","0"
"MLT","","TOTAL","FEMALE","1987","0"
"MLT","","TOTAL","FEMALE","1988","0"
"MLT","","TOTAL","FEMALE","1989","0"
"MLT","","TOTAL","FEMALE","1990","1"
"MLT","","TOTAL","FEMALE","1991","1"
"MLT","","TOTAL","FEMALE","1992","2"
"MLT","","TOTAL","FEMALE","1993","0"
"MLT","","TOTAL","FEMALE","1994","0"
"MLT","","TOTAL","FEMALE","1995","0"
"MLT","","TOTAL","FEMALE","1996","0"
"MLT","","TOTAL","FEMALE","1997","1"
"MLT","","TOTAL","FEMALE","1998","0"
"MLT","","TOTAL","FEMALE","1999","1"
"MLT","","TOTAL","FEMALE","2000","2"
"MLT","","TOTAL","FEMALE","2001","1"
"MLT","","TOTAL","FEMALE","2002","0"
"MLT","","TOTAL","FEMALE","2003","0"
"MLT","","TOTAL","FEMALE","2004","1"
"MLT","","TOTAL","FEMALE","2005","0"
"MLT","","TOTAL","FEMALE","2006","0"
"MLT","","TOTAL","FEMALE","2007","0"
"MLT","","TOTAL","FEMALE","2008","0"
"MLT","","TOTAL","FEMALE","2009","1"
"MLT","","TOTAL","FEMALE","2010","0"
"MLT","","TOTAL","FEMALE","2011","0"
"MLT","","TOTAL","MALE","1980","0"
"MLT","","TOTAL","MALE","1981","0"
"MLT","","TOTAL","MALE","1982","0"
"MLT","","TOTAL","MALE","1983","0"
"MLT","","TOTAL","MALE","1984","0"
"MLT","","TOTAL","MALE","1985","1"
"MLT","","TOTAL","MALE","1986","0"
"MLT","","TOTAL","MALE","1987","0"
"MLT","","TOTAL","MALE","1988","0"
"MLT","","TOTAL","MALE","1989","0"
"MLT","","TOTAL","MALE","1990","1"
"MLT","","TOTAL","MALE","1991","0"
"MLT","","TOTAL","MALE","1992","1"
"MLT","","TOTAL","MALE","1993","0"
"MLT","","TOTAL","MALE","1994","0"
"MLT","","TOTAL","MALE","1995","0"
"MLT","","TOTAL","MALE","1996","2"
"MLT","","TOTAL","MALE","1997","0"
"MLT","","TOTAL","MALE","1998","0"
"MLT","","TOTAL","MALE","1999","1"
"MLT","","TOTAL","MALE","2000","4"
"MLT","","TOTAL","MALE","2001","1"
"MLT","","TOTAL","MALE","2002","1"
"MLT","","TOTAL","MALE","2003","0"
"MLT","","TOTAL","MALE","2004","1"
"MLT","","TOTAL","MALE","2005","0"
"MLT","","TOTAL","MALE","2006","0"
"MLT","","TOTAL","MALE","2007","0"
"MLT","","TOTAL","MALE","2008","0"
"MLT","","TOTAL","MALE","2009","0"
"MLT","","TOTAL","MALE","2010","1"
"MLT","","TOTAL","MALE","2011","0"
"MLT","","TOTAL","ALL","1980","0"
"MLT","","TOTAL","ALL","1981","0"
"MLT","","TOTAL","ALL","1982","0"
"MLT","","TOTAL","ALL","1983","0"
"MLT","","TOTAL","ALL","1984","0"
"MLT","","TOTAL","ALL","1985","1"
"MLT","","TOTAL","ALL","1986","0"
"MLT","","TOTAL","ALL","1987","0"
"MLT","","TOTAL","ALL","1988","0"
"MLT","","TOTAL","ALL","1989","0"
"MLT","","TOTAL","ALL","1990","2"
"MLT","","TOTAL","ALL","1991","1"
"MLT","","TOTAL","ALL","1992","3"
"MLT","","TOTAL","ALL","1993","0"
"MLT","","TOTAL","ALL","1994","0"
"MLT","","TOTAL","ALL","1995","0"
"MLT","","TOTAL","ALL","1996","2"
"MLT","","TOTAL","ALL","1997","1"
"MLT","","TOTAL","ALL","1998","0"
"MLT","","TOTAL","ALL","1999","2"
"MLT","","TOTAL","ALL","2000","6"
"MLT","","TOTAL","ALL","2001","2"
"MLT","","TOTAL","ALL","2002","1"
"MLT","","TOTAL","ALL","2003","0"
"MLT","","TOTAL","ALL","2004","2"
"MLT","","TOTAL","ALL","2005","0"
"MLT","","TOTAL","ALL","2006","0"
"MLT","","TOTAL","ALL","2007","0"
"MLT","","TOTAL","ALL","2008","0"
"MLT","","TOTAL","ALL","2009","1"
"MLT","","TOTAL","ALL","2010","1"
"MLT","","TOTAL","ALL","2011","0"
"MDA","","TOTAL","ALL","1981","39"
"MDA","","TOTAL","ALL","1982","15"
"MDA","","TOTAL","ALL","1985","29"
"MDA","","TOTAL","ALL","1986","4"
"MDA","","TOTAL","ALL","1987","3"
"MDA","","TOTAL","ALL","1988","17"
"MDA","","TOTAL","ALL","1989","3"
"MDA","","TOTAL","ALL","1990","6"
"MDA","","TOTAL","ALL","1991","12"
"MDA","","TOTAL","ALL","1992","6"
"MDA","","TOTAL","ALL","1993","2"
"MDA","","TOTAL","ALL","1994","3"
"MDA","","TOTAL","ALL","1995","6"
"MDA","","TOTAL","ALL","1996","10"
"MDA","","TOTAL","ALL","1997","2"
"MDA","","TOTAL","ALL","1998","0"
"MDA","","TOTAL","ALL","1999","5"
"MDA","","TOTAL","ALL","2000","7"
"MDA","","TOTAL","ALL","2001","1"
"MDA","","TOTAL","ALL","2002","0"
"MDA","","TOTAL","ALL","2003","3"
"MDA","","TOTAL","ALL","2004","0"
"MDA","","TOTAL","ALL","2005","3"
"MDA","","TOTAL","ALL","2006","0"
"MDA","","TOTAL","ALL","2007","1"
"MDA","","TOTAL","ALL","2008","0"
"MDA","","TOTAL","ALL","2009","19"
"MDA","","TOTAL","ALL","2010","14"
"MDA","","TOTAL","ALL","2011","7"
"MDA","","TOTAL","ALL","2012","0"
"MDA","","TOTAL","MALE","1981","30"
"MDA","","TOTAL","MALE","1982","11"
"MDA","","TOTAL","MALE","1985","13"
"MDA","","TOTAL","MALE","1986","3"
"MDA","","TOTAL","MALE","1987","2"
"MDA","","TOTAL","MALE","1988","10"
"MDA","","TOTAL","MALE","1989","2"
"MDA","","TOTAL","MALE","1990","3"
"MDA","","TOTAL","MALE","1991","9"
"MDA","","TOTAL","MALE","1992","2"
"MDA","","TOTAL","MALE","1993","2"
"MDA","","TOTAL","MALE","1994","3"
"MDA","","TOTAL","MALE","1995","4"
"MDA","","TOTAL","MALE","1996","3"
"MDA","","TOTAL","MALE","1997","1"
"MDA","","TOTAL","MALE","1998","0"
"MDA","","TOTAL","MALE","1999","1"
"MDA","","TOTAL","MALE","2000","4"
"MDA","","TOTAL","MALE","2001","1"
"MDA","","TOTAL","MALE","2002","0"
"MDA","","TOTAL","MALE","2003","2"
"MDA","","TOTAL","MALE","2004","0"
"MDA","","TOTAL","MALE","2005","1"
"MDA","","TOTAL","MALE","2006","0"
"MDA","","TOTAL","MALE","2007","0"
"MDA","","TOTAL","MALE","2008","0"
"MDA","","TOTAL","MALE","2009","8"
"MDA","","TOTAL","MALE","2010","5"
"MDA","","TOTAL","MALE","2011","2"
"MDA","","TOTAL","MALE","2012","0"
"MDA","","TOTAL","FEMALE","1981","9"
"MDA","","TOTAL","FEMALE","1982","4"
"MDA","","TOTAL","FEMALE","1985","16"
"MDA","","TOTAL","FEMALE","1986","1"
"MDA","","TOTAL","FEMALE","1987","1"
"MDA","","TOTAL","FEMALE","1988","7"
"MDA","","TOTAL","FEMALE","1989","1"
"MDA","","TOTAL","FEMALE","1990","3"
"MDA","","TOTAL","FEMALE","1991","3"
"MDA","","TOTAL","FEMALE","1992","4"
"MDA","","TOTAL","FEMALE","1993","0"
"MDA","","TOTAL","FEMALE","1994","0"
"MDA","","TOTAL","FEMALE","1995","2"
"MDA","","TOTAL","FEMALE","1996","7"
"MDA","","TOTAL","FEMALE","1997","1"
"MDA","","TOTAL","FEMALE","1998","0"
"MDA","","TOTAL","FEMALE","1999","4"
"MDA","","TOTAL","FEMALE","2000","3"
"MDA","","TOTAL","FEMALE","2001","0"
"MDA","","TOTAL","FEMALE","2002","0"
"MDA","","TOTAL","FEMALE","2003","1"
"MDA","","TOTAL","FEMALE","2004","0"
"MDA","","TOTAL","FEMALE","2005","2"
"MDA","","TOTAL","FEMALE","2006","0"
"MDA","","TOTAL","FEMALE","2007","1"
"MDA","","TOTAL","FEMALE","2008","0"
"MDA","","TOTAL","FEMALE","2009","11"
"MDA","","TOTAL","FEMALE","2010","9"
"MDA","","TOTAL","FEMALE","2011","5"
"MDA","","TOTAL","FEMALE","2012","0"
"MNE","","TOTAL","FEMALE","2000","3"
"MNE","","TOTAL","FEMALE","2005","0"
"MNE","","TOTAL","FEMALE","2006","0"
"MNE","","TOTAL","FEMALE","2007","0"
"MNE","","TOTAL","FEMALE","2008","0"
"MNE","","TOTAL","FEMALE","2009","0"
"MNE","","TOTAL","MALE","2000","2"
"MNE","","TOTAL","MALE","2005","0"
"MNE","","TOTAL","MALE","2006","0"
"MNE","","TOTAL","MALE","2007","0"
"MNE","","TOTAL","MALE","2008","0"
"MNE","","TOTAL","MALE","2009","2"
"MNE","","TOTAL","ALL","2000","5"
"MNE","","TOTAL","ALL","2005","0"
"MNE","","TOTAL","ALL","2006","0"
"MNE","","TOTAL","ALL","2007","0"
"MNE","","TOTAL","ALL","2008","0"
"MNE","","TOTAL","ALL","2009","2"
"MCO","","TOTAL","ALL","1986","0"
"MCO","","TOTAL","ALL","1987","0"
"MCO","","TOTAL","MALE","1986","0"
"MCO","","TOTAL","MALE","1987","0"
"MCO","","TOTAL","FEMALE","1986","0"
"MCO","","TOTAL","FEMALE","1987","0"
"NLD","","TOTAL","FEMALE","1980","44"
"NLD","","TOTAL","FEMALE","1981","43"
"NLD","","TOTAL","FEMALE","1982","71"
"NLD","","TOTAL","FEMALE","1983","99"
"NLD","","TOTAL","FEMALE","1984","128"
"NLD","","TOTAL","FEMALE","1985","123"
"NLD","","TOTAL","FEMALE","1986","276"
"NLD","","TOTAL","FEMALE","1987","53"
"NLD","","TOTAL","FEMALE","1988","50"
"NLD","","TOTAL","FEMALE","1989","259"
"NLD","","TOTAL","FEMALE","1990","205"
"NLD","","TOTAL","FEMALE","1991","99"
"NLD","","TOTAL","FEMALE","1992","89"
"NLD","","TOTAL","FEMALE","1993","417"
"NLD","","TOTAL","FEMALE","1994","80"
"NLD","","TOTAL","FEMALE","1995","167"
"NLD","","TOTAL","FEMALE","1997","118"
"NLD","","TOTAL","FEMALE","1998","172"
"NLD","","TOTAL","FEMALE","2000","242"
"NLD","","TOTAL","FEMALE","2001","45"
"NLD","","TOTAL","FEMALE","2002","97"
"NLD","","TOTAL","FEMALE","2003","111"
"NLD","","TOTAL","FEMALE","2004","80"
"NLD","","TOTAL","FEMALE","2005","209"
"NLD","","TOTAL","FEMALE","2006","50"
"NLD","","TOTAL","FEMALE","2007","59"
"NLD","","TOTAL","FEMALE","2008","24"
"NLD","","TOTAL","FEMALE","2009","80"
"NLD","","TOTAL","FEMALE","2010","14"
"NLD","","TOTAL","FEMALE","2011","34"
"NLD","","TOTAL","MALE","1980","25"
"NLD","","TOTAL","MALE","1981","36"
"NLD","","TOTAL","MALE","1982","47"
"NLD","","TOTAL","MALE","1983","89"
"NLD","","TOTAL","MALE","1984","87"
"NLD","","TOTAL","MALE","1985","72"
"NLD","","TOTAL","MALE","1986","195"
"NLD","","TOTAL","MALE","1987","49"
"NLD","","TOTAL","MALE","1988","29"
"NLD","","TOTAL","MALE","1989","155"
"NLD","","TOTAL","MALE","1990","113"
"NLD","","TOTAL","MALE","1991","57"
"NLD","","TOTAL","MALE","1992","48"
"NLD","","TOTAL","MALE","1993","239"
"NLD","","TOTAL","MALE","1994","56"
"NLD","","TOTAL","MALE","1995","120"
"NLD","","TOTAL","MALE","1997","79"
"NLD","","TOTAL","MALE","1999","104"
"NLD","","TOTAL","MALE","2000","127"
"NLD","","TOTAL","MALE","2001","23"
"NLD","","TOTAL","MALE","2002","53"
"NLD","","TOTAL","MALE","2003","55"
"NLD","","TOTAL","MALE","2004","54"
"NLD","","TOTAL","MALE","2005","115"
"NLD","","TOTAL","MALE","2006","34"
"NLD","","TOTAL","MALE","2007","24"
"NLD","","TOTAL","MALE","2008","18"
"NLD","","TOTAL","MALE","2009","47"
"NLD","","TOTAL","MALE","2010","10"
"NLD","","TOTAL","MALE","2011","18"
"NLD","","TOTAL","ALL","1980","69"
"NLD","","TOTAL","ALL","1981","79"
"NLD","","TOTAL","ALL","1982","118"
"NLD","","TOTAL","ALL","1983","188"
"NLD","","TOTAL","ALL","1984","215"
"NLD","","TOTAL","ALL","1985","195"
"NLD","","TOTAL","ALL","1986","471"
"NLD","","TOTAL","ALL","1987","102"
"NLD","","TOTAL","ALL","1988","79"
"NLD","","TOTAL","ALL","1989","414"
"NLD","","TOTAL","ALL","1990","318"
"NLD","","TOTAL","ALL","1991","156"
"NLD","","TOTAL","ALL","1992","137"
"NLD","","TOTAL","ALL","1993","656"
"NLD","","TOTAL","ALL","1994","136"
"NLD","","TOTAL","ALL","1995","287"
"NLD","","TOTAL","ALL","1997","197"
"NLD","","TOTAL","ALL","2000","369"
"NLD","","TOTAL","ALL","2001","68"
"NLD","","TOTAL","ALL","2002","150"
"NLD","","TOTAL","ALL","2003","166"
"NLD","","TOTAL","ALL","2004","134"
"NLD","","TOTAL","ALL","2005","324"
"NLD","","TOTAL","ALL","2006","84"
"NLD","","TOTAL","ALL","2007","83"
"NLD","","TOTAL","ALL","2008","42"
"NLD","","TOTAL","ALL","2009","127"
"NLD","","TOTAL","ALL","2010","24"
"NLD","","TOTAL","ALL","2011","52"
"NOR","","TOTAL","ALL","1986","100"
"NOR","","TOTAL","ALL","1987","49"
"NOR","","TOTAL","ALL","1988","85"
"NOR","","TOTAL","ALL","1989","117"
"NOR","","TOTAL","ALL","1990","183"
"NOR","","TOTAL","ALL","1991","87"
"NOR","","TOTAL","ALL","1992","157"
"NOR","","TOTAL","ALL","1993","288"
"NOR","","TOTAL","ALL","1994","105"
"NOR","","TOTAL","ALL","1995","98"
"NOR","","TOTAL","ALL","1996","47"
"NOR","","TOTAL","ALL","1997","107"
"NOR","","TOTAL","ALL","1998","140"
"NOR","","TOTAL","ALL","1999","200"
"NOR","","TOTAL","ALL","2000","234"
"NOR","","TOTAL","ALL","2001","22"
"NOR","","TOTAL","ALL","2002","35"
"NOR","","TOTAL","ALL","2003","50"
"NOR","","TOTAL","ALL","2004","21"
"NOR","","TOTAL","ALL","2005","50"
"NOR","","TOTAL","ALL","2006","18"
"NOR","","TOTAL","ALL","2007","41"
"NOR","","TOTAL","ALL","2008","15"
"NOR","","TOTAL","ALL","2009","20"
"NOR","","TOTAL","ALL","2010","7"
"NOR","","TOTAL","ALL","2011","29"
"NOR","","TOTAL","ALL","2012","82"
"NOR","","TOTAL","MALE","1986","39"
"NOR","","TOTAL","MALE","1987","19"
"NOR","","TOTAL","MALE","1988","32"
"NOR","","TOTAL","MALE","1989","44"
"NOR","","TOTAL","MALE","1990","74"
"NOR","","TOTAL","MALE","1991","40"
"NOR","","TOTAL","MALE","1992","56"
"NOR","","TOTAL","MALE","1993","108"
"NOR","","TOTAL","MALE","1994","39"
"NOR","","TOTAL","MALE","1995","37"
"NOR","","TOTAL","MALE","1996","14"
"NOR","","TOTAL","MALE","1997","39"
"NOR","","TOTAL","MALE","1998","41"
"NOR","","TOTAL","MALE","1999","68"
"NOR","","TOTAL","MALE","2000","88"
"NOR","","TOTAL","MALE","2001","4"
"NOR","","TOTAL","MALE","2002","10"
"NOR","","TOTAL","MALE","2003","22"
"NOR","","TOTAL","MALE","2004","9"
"NOR","","TOTAL","MALE","2005","21"
"NOR","","TOTAL","MALE","2006","7"
"NOR","","TOTAL","MALE","2007","14"
"NOR","","TOTAL","MALE","2008","5"
"NOR","","TOTAL","MALE","2009","12"
"NOR","","TOTAL","MALE","2010","3"
"NOR","","TOTAL","MALE","2011","14"
"NOR","","TOTAL","MALE","2012","31"
"NOR","","TOTAL","FEMALE","1986","61"
"NOR","","TOTAL","FEMALE","1987","30"
"NOR","","TOTAL","FEMALE","1988","53"
"NOR","","TOTAL","FEMALE","1989","73"
"NOR","","TOTAL","FEMALE","1990","109"
"NOR","","TOTAL","FEMALE","1991","47"
"NOR","","TOTAL","FEMALE","1992","101"
"NOR","","TOTAL","FEMALE","1993","180"
"NOR","","TOTAL","FEMALE","1994","66"
"NOR","","TOTAL","FEMALE","1995","61"
"NOR","","TOTAL","FEMALE","1996","33"
"NOR","","TOTAL","FEMALE","1997","68"
"NOR","","TOTAL","FEMALE","1998","99"
"NOR","","TOTAL","FEMALE","1999","132"
"NOR","","TOTAL","FEMALE","2000","146"
"NOR","","TOTAL","FEMALE","2001","18"
"NOR","","TOTAL","FEMALE","2002","25"
"NOR","","TOTAL","FEMALE","2003","28"
"NOR","","TOTAL","FEMALE","2004","12"
"NOR","","TOTAL","FEMALE","2005","29"
"NOR","","TOTAL","FEMALE","2006","11"
"NOR","","TOTAL","FEMALE","2007","27"
"NOR","","TOTAL","FEMALE","2008","10"
"NOR","","TOTAL","FEMALE","2009","8"
"NOR","","TOTAL","FEMALE","2010","4"
"NOR","","TOTAL","FEMALE","2011","15"
"NOR","","TOTAL","FEMALE","2012","51"
"POL","","TOTAL","FEMALE","1980","86"
"POL","","TOTAL","FEMALE","1981","36"
"POL","","TOTAL","FEMALE","1982","56"
"POL","","TOTAL","FEMALE","1983","94"
"POL","","TOTAL","FEMALE","1984","26"
"POL","","TOTAL","FEMALE","1985","64"
"POL","","TOTAL","FEMALE","1986","89"
"POL","","TOTAL","FEMALE","1987","35"
"POL","","TOTAL","FEMALE","1988","23"
"POL","","TOTAL","FEMALE","1989","47"
"POL","","TOTAL","FEMALE","1990","27"
"POL","","TOTAL","FEMALE","1991","22"
"POL","","TOTAL","FEMALE","1992","26"
"POL","","TOTAL","FEMALE","1993","59"
"POL","","TOTAL","FEMALE","1994","19"
"POL","","TOTAL","FEMALE","1995","34"
"POL","","TOTAL","FEMALE","1996","124"
"POL","","TOTAL","FEMALE","1999","236"
"POL","","TOTAL","FEMALE","2000","223"
"POL","","TOTAL","FEMALE","2001","13"
"POL","","TOTAL","FEMALE","2002","26"
"POL","","TOTAL","FEMALE","2003","90"
"POL","","TOTAL","FEMALE","2004","16"
"POL","","TOTAL","FEMALE","2005","39"
"POL","","TOTAL","FEMALE","2006","8"
"POL","","TOTAL","FEMALE","2007","13"
"POL","","TOTAL","FEMALE","2008","9"
"POL","","TOTAL","FEMALE","2009","40"
"POL","","TOTAL","FEMALE","2010","8"
"POL","","TOTAL","FEMALE","2011","46"
"POL","","TOTAL","MALE","1980","88"
"POL","","TOTAL","MALE","1981","23"
"POL","","TOTAL","MALE","1982","39"
"POL","","TOTAL","MALE","1983","71"
"POL","","TOTAL","MALE","1984","23"
"POL","","TOTAL","MALE","1985","43"
"POL","","TOTAL","MALE","1986","60"
"POL","","TOTAL","MALE","1987","24"
"POL","","TOTAL","MALE","1988","12"
"POL","","TOTAL","MALE","1989","18"
"POL","","TOTAL","MALE","1990","16"
"POL","","TOTAL","MALE","1991","21"
"POL","","TOTAL","MALE","1992","17"
"POL","","TOTAL","MALE","1993","29"
"POL","","TOTAL","MALE","1994","11"
"POL","","TOTAL","MALE","1995","32"
"POL","","TOTAL","MALE","1996","88"
"POL","","TOTAL","MALE","1999","166"
"POL","","TOTAL","MALE","2000","135"
"POL","","TOTAL","MALE","2001","13"
"POL","","TOTAL","MALE","2002","12"
"POL","","TOTAL","MALE","2003","51"
"POL","","TOTAL","MALE","2004","11"
"POL","","TOTAL","MALE","2005","13"
"POL","","TOTAL","MALE","2006","6"
"POL","","TOTAL","MALE","2007","5"
"POL","","TOTAL","MALE","2008","7"
"POL","","TOTAL","MALE","2009","47"
"POL","","TOTAL","MALE","2010","20"
"POL","","TOTAL","MALE","2011","49"
"POL","","TOTAL","ALL","1980","174"
"POL","","TOTAL","ALL","1981","59"
"POL","","TOTAL","ALL","1982","95"
"POL","","TOTAL","ALL","1983","165"
"POL","","TOTAL","ALL","1984","49"
"POL","","TOTAL","ALL","1985","107"
"POL","","TOTAL","ALL","1986","149"
"POL","","TOTAL","ALL","1987","59"
"POL","","TOTAL","ALL","1988","35"
"POL","","TOTAL","ALL","1989","65"
"POL","","TOTAL","ALL","1990","43"
"POL","","TOTAL","ALL","1991","43"
"POL","","TOTAL","ALL","1992","43"
"POL","","TOTAL","ALL","1993","88"
"POL","","TOTAL","ALL","1994","30"
"POL","","TOTAL","ALL","1995","66"
"POL","","TOTAL","ALL","1996","212"
"POL","","TOTAL","ALL","1999","402"
"POL","","TOTAL","ALL","2000","358"
"POL","","TOTAL","ALL","2001","26"
"POL","","TOTAL","ALL","2002","38"
"POL","","TOTAL","ALL","2003","141"
"POL","","TOTAL","ALL","2004","27"
"POL","","TOTAL","ALL","2005","52"
"POL","","TOTAL","ALL","2006","14"
"POL","","TOTAL","ALL","2007","18"
"POL","","TOTAL","ALL","2008","16"
"POL","","TOTAL","ALL","2009","87"
"POL","","TOTAL","ALL","2010","28"
"POL","","TOTAL","ALL","2011","95"
"PRT","","TOTAL","ALL","1980","316"
"PRT","","TOTAL","ALL","1981","283"
"PRT","","TOTAL","ALL","1982","170"
"PRT","","TOTAL","ALL","1983","176"
"PRT","","TOTAL","ALL","1984","126"
"PRT","","TOTAL","ALL","1985","114"
"PRT","","TOTAL","ALL","1986","93"
"PRT","","TOTAL","ALL","1987","51"
"PRT","","TOTAL","ALL","1988","45"
"PRT","","TOTAL","ALL","1989","34"
"PRT","","TOTAL","ALL","1990","182"
"PRT","","TOTAL","ALL","1991","57"
"PRT","","TOTAL","ALL","1992","63"
"PRT","","TOTAL","ALL","1993","80"
"PRT","","TOTAL","ALL","1994","59"
"PRT","","TOTAL","ALL","1995","93"
"PRT","","TOTAL","ALL","1996","83"
"PRT","","TOTAL","ALL","1997","86"
"PRT","","TOTAL","ALL","1998","112"
"PRT","","TOTAL","ALL","1999","175"
"PRT","","TOTAL","ALL","2000","58"
"PRT","","TOTAL","ALL","2001","14"
"PRT","","TOTAL","ALL","2002","63"
"PRT","","TOTAL","ALL","2003","18"
"PRT","","TOTAL","ALL","2004","0"
"PRT","","TOTAL","ALL","2007","20"
"PRT","","TOTAL","ALL","2008","15"
"PRT","","TOTAL","ALL","2009","32"
"PRT","","TOTAL","ALL","2010","8"
"PRT","","TOTAL","ALL","2011","13"
"PRT","","TOTAL","MALE","1980","139"
"PRT","","TOTAL","MALE","1981","130"
"PRT","","TOTAL","MALE","1982","56"
"PRT","","TOTAL","MALE","1983","64"
"PRT","","TOTAL","MALE","1984","46"
"PRT","","TOTAL","MALE","1985","51"
"PRT","","TOTAL","MALE","1986","43"
"PRT","","TOTAL","MALE","1987","19"
"PRT","","TOTAL","MALE","1988","22"
"PRT","","TOTAL","MALE","1989","10"
"PRT","","TOTAL","MALE","1990","77"
"PRT","","TOTAL","MALE","1991","23"
"PRT","","TOTAL","MALE","1992","28"
"PRT","","TOTAL","MALE","1993","35"
"PRT","","TOTAL","MALE","1994","34"
"PRT","","TOTAL","MALE","1995","44"
"PRT","","TOTAL","MALE","1996","37"
"PRT","","TOTAL","MALE","1997","41"
"PRT","","TOTAL","MALE","1998","54"
"PRT","","TOTAL","MALE","1999","78"
"PRT","","TOTAL","MALE","2000","29"
"PRT","","TOTAL","MALE","2001","6"
"PRT","","TOTAL","MALE","2002","33"
"PRT","","TOTAL","MALE","2003","10"
"PRT","","TOTAL","MALE","2004","0"
"PRT","","TOTAL","MALE","2007","6"
"PRT","","TOTAL","MALE","2008","6"
"PRT","","TOTAL","MALE","2009","14"
"PRT","","TOTAL","MALE","2010","1"
"PRT","","TOTAL","MALE","2011","7"
"PRT","","TOTAL","FEMALE","1980","177"
"PRT","","TOTAL","FEMALE","1981","153"
"PRT","","TOTAL","FEMALE","1982","114"
"PRT","","TOTAL","FEMALE","1983","112"
"PRT","","TOTAL","FEMALE","1984","80"
"PRT","","TOTAL","FEMALE","1985","63"
"PRT","","TOTAL","FEMALE","1986","50"
"PRT","","TOTAL","FEMALE","1987","32"
"PRT","","TOTAL","FEMALE","1988","23"
"PRT","","TOTAL","FEMALE","1989","24"
"PRT","","TOTAL","FEMALE","1990","105"
"PRT","","TOTAL","FEMALE","1991","34"
"PRT","","TOTAL","FEMALE","1992","35"
"PRT","","TOTAL","FEMALE","1993","45"
"PRT","","TOTAL","FEMALE","1994","25"
"PRT","","TOTAL","FEMALE","1995","49"
"PRT","","TOTAL","FEMALE","1996","46"
